assignee_id,ticket_id,created_at,subject,description,status,updated_at,due_at,about,business name,dept,emp id,product information,start date,subscription,tags,submitter_name,requester_name,asignee_name
11321745068.0,3257,2017-11-20T16:00:38Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,2018-07-24T18:01:08Z,,complaint,Music Den,,25073150,product_2,2019-11-20,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'jennifer', 'nullify_urgent', 'paid', 'product_a', 'reminder', 'subscription_silver']",Anna Dalby - CE,Anna Dalby - CE,Lisa Roth - CE
368134180793.0,3266,2017-11-20T16:00:44Z,Thanks!,Thanks for the extra cookie in my lunch today (not that I needed it)!,assigned,2018-11-08T23:03:46Z,,,Judy's,finance,15072618,product_3,2019-04-27,bronze,"['amer_region', 'finance_team', 'paid', 'plan_gold', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Kaitlyn Skalet
364530065227.0,3273,2017-11-21T14:35:02Z,Order Issue,"Hi 

I'm having trouble with my recent order. Please help!


- Jimmy",done,2018-09-29T08:03:26Z,,food_delivery,La Petite Boulangerie,marketing__a,57566397,,2018-07-19,platinum,"['amer_region', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
998298774116.0,3277,2017-11-21T22:00:17Z,Password reset needed please,"Hi, how do I reset my password? ",waiting,2018-07-24T18:01:08Z,,becoming_a_merchant__billing,Herman's World of Sporting Goods,sales,80022158,product_2,2018-03-21,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'jennifer', 'nullify_urgent', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,
364530065227.0,3279,2017-11-21T22:00:18Z,New vendor request,I wish you guys would add Snowman Pizza to your list of vendors. Their pepperoni pizza is on point!,retracted,2018-09-29T08:03:26Z,,,Plan Smart,finance,33064616,product_2,2019-06-14,silver,"['amer_region', 'food_was_cold', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
360097753587.0,3283,2017-11-21T22:00:21Z,Tipping?,"Hi, are we supposed to tip the courier? I'm new to this app. :) ",assigned,2018-03-26T18:16:44Z,,food_delivery,Monmax,finance,78030183,product_3,2019-01-31,bronze,"['amer_region', 'gold', 'paid', 'plan_gold']",Marlo Stanfield - CE,Marlo Stanfield - CE,Amanda Gamblin - CE
360097753587.0,3286,2017-11-21T22:00:24Z,Did not receive my order,I have been sitting at my apt for 2 hours waiting on my smoothie. I would like to cancel my subscription. This is ridic.,assigned,2018-03-26T18:16:43Z,,complaint,Linens 'n Things,customer_support,56148722,product_1,2018-01-14,,"['amer_region', 'paid', 'plan_gold', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Amanda Gamblin - CE
nan,3299,2017-11-22T18:00:28Z,Bubble Tea?,Can you add a bubble tea vendor? It's my favorite.,assigned,2018-12-04T03:34:39Z,,billing,Sambo's,customer_support,43782532,product_3,2018-12-03,gold,"['apac', 'customer', 'emea_region', 'gold', 'paid', 'plan_gold', 'san_francisco', 'training']",Marlo Stanfield - CE,Marlo Stanfield - CE,
8129791828.0,3300,2017-11-22T18:00:29Z,Local Farmers Markets,"Hi, are there any future plans to include mid-week farmer's market deliveries?",open,2018-04-23T10:52:07Z,,becoming_a_merchant__billing,Turtle's Records & Tapes,marketing__a,80521450,,2018-05-24,silver,"['amer_region', 'nullify_urgent', 'paid', 'plan_gold', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Jennifer Hansen - CE
nan,3311,2017-11-23T18:00:26Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,assigned,2018-09-03T17:02:16Z,,general_support_request,White Hen Pantry,sales,34471532,product_2,2019-05-25,silver,"['amer_region', 'emea', 'paid', 'plan_gold', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,
8129791828.0,3313,2017-11-23T18:00:27Z,Can't remember password,My password has slipped my mind. Can you tell me what it is?,waiting,2018-12-04T03:30:31Z,,,Ejecta,,30382545,product_2,2018-08-06,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'jennifer', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Jennifer Hansen - CE
7858096207.0,3315,2017-11-24T22:00:15Z,New vendor request,I wish you guys would add Snowman Pizza to your list of vendors. Their pepperoni pizza is on point!,waiting,2018-07-24T18:01:09Z,,complaint,Scott Ties,marketing__b,50033592,,2018-05-27,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']",Marlo Stanfield - CE,Marlo Stanfield - CE,Bunk Moreland - CE
7858096207.0,3316,2017-11-24T22:00:16Z,Local Farmers Markets,"Hi, are there any future plans to include mid-week farmer's market deliveries?",assigned,2018-12-04T03:30:31Z,,general_support_request,Copeland Sports,marketing__a,75262206,product_1,2018-05-19,platinum,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'nullify_low', 'paid', 'plan_gold', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Bunk Moreland - CE
nan,3317,2017-11-24T22:00:17Z,Any PROMO Codes?,"Hi, I was wondering if there are any available promo codes right now?",waiting,2018-07-24T18:01:10Z,,billing,Soul Sounds Unlimited,customer_support,48602669,product_1,2018-08-09,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'nullify_pending', 'paid', 'product_a', 'reminder', 'subscription_silver']",Anna Dalby - CE,Anna Dalby - CE,
8129791828.0,3322,2017-11-24T22:00:20Z,Styling service?,"Hi, I really hate shopping, it would be great if you added a styling service! ",waiting,2018-07-24T18:01:10Z,,,Total Network Development,sales,67898702,product_2,2019-04-24,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']",Marlo Stanfield - CE,Marlo Stanfield - CE,Jennifer Hansen - CE
nan,3323,2017-11-24T22:00:21Z,SPRING promo code error,Hi! I cannot get the SPRING promo code to work on my order. Can you help ASAP?,waiting,2018-07-24T18:01:10Z,,becoming_a_merchant__billing,Rainbow Bay Crafts,sales,60661705,product_1,2018-03-27,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver', 'training']",Anna Dalby - CE,Anna Dalby - CE,
8129791828.0,3325,2017-11-27T16:00:44Z,Gross,Hello. I ordered the Fennel Ice Cream from Ice Cold Creamery but it tasted like a tree branch. Can I please try something else at no charge?,assigned,2018-12-04T03:30:30Z,,billing,Carl Durfees,marketing__a,6123291,product_1,2018-05-28,gold,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'nullify_low', 'paid', 'plan_gold', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Jennifer Hansen - CE
nan,3328,2017-11-27T16:00:46Z,Order delay,My Courier disappeared and my order was never delivered this morning. Can I please get an explanation and a refund?,waiting,2018-07-24T18:01:10Z,,general_support_request,Planet Pizza,marketing__b,24359415,product_2,2018-05-04,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']",Marlo Stanfield - CE,Marlo Stanfield - CE,
11321745068.0,3329,2017-11-27T16:00:47Z,Patrick is the best Courier!,Hi. I just wanted to let you know that Patrick was the most polite and punctual courier ever! He delivered my morning coffee in under 10 minutes. He deserves a raise!,assigned,2018-08-01T14:34:09Z,,training,Mages,sales,32237041,,2019-12-21,platinum,"['amer_region', 'emea', 'food_delivery', 'nullify_low', 'paid', 'plan_gold', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Lisa Roth - CE
8129791828.0,3330,2017-11-27T16:00:48Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,2018-07-24T18:01:11Z,,complaint,Universal Design Partners,,56018309,product_2,2018-02-16,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'jennifer', 'paid', 'plan_gold', 'reminder']",Marlo Stanfield - CE,Marlo Stanfield - CE,Jennifer Hansen - CE
nan,3332,2017-11-27T16:00:49Z,Can't remember password,My password has slipped my mind. Can you tell me what it is?,waiting,2018-07-24T18:01:11Z,,billing,The Happy Bear,finance,5207587,product_3,2018-02-19,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'jennifer', 'nullify_urgent', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,
nan,3333,2017-11-27T16:00:50Z,Damaged order,"Hey there- I ordered a burrito, chips & guac, but my chips were all shaken up and broken. Can I get a refund on those? ",waiting,2018-12-04T03:30:30Z,,training,ManPower,customer_support,77120529,,2019-11-24,silver,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,
nan,3335,2017-11-27T16:00:51Z,Changing driver rating,"Hello, I accidentally rated my last courier Steve 4 stars, but I meant to press 5. Any way to change that?",waiting,2018-12-04T03:30:30Z,,billing,Circuit City,customer_support,55261573,,2019-10-15,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'general_support_request', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,
nan,3336,2017-11-27T16:00:52Z,Drinking straw policy,Can your drivers pick up two straws when they deliver? Sometimes I like to share my milkshake with my boyfriend.,waiting,2018-07-24T18:01:12Z,,becoming_a_courier,Mages,marketing__a,72140281,product_1,2018-10-04,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,
7858096207.0,3337,2017-11-27T16:00:53Z,Ice cream cake was melted,"Hey guys, I ordered an ice cream cake from Ice Cold Creamery, but the inside was half-melted before it arrive. Can I get a refund?",waiting,2018-12-04T03:30:29Z,,general_support_request,Shoe Town,marketing__b,55699940,product_2,2019-02-17,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Bunk Moreland - CE
nan,3338,2017-11-27T16:00:53Z,Reviews on items,I'd love it if you would add a ratings section to each item that a vendor has for sale. That way I'd know if Tim's Big Nachos are really worth the calories.,waiting,2018-07-24T18:01:13Z,,food_delivery,Quality Merchant Services,finance,62015674,product_1,2019-01-11,platinum,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'nullify_urgent', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,
nan,3339,2017-11-27T16:00:54Z,Payment options,Why don't you let me use cash? I could pay the driver when he/she gets to my door.,waiting,2018-07-24T18:01:13Z,,complaint,The Independent Planners,sales,45242353,product_2,2019-03-06,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'nullify_urgent', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,
364530065227.0,3342,2017-11-27T16:00:57Z,Premium,"Hi, I am interested in switching to premium. What are the benefits?",retracted,2018-09-29T08:03:27Z,,general_support_request,Eden Lawn Service,sales,50054529,product_1,2019-04-07,platinum,"['amer_region', 'emea', 'nullify_low', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
8129791828.0,3351,2017-11-28T22:00:17Z,Hummus tasted gross,"Hi, I placed an order for pita & hummus, along with a couple of other tapas. The hummus definitely didn't have tahini in it, so it tasted pretty terrible. Can I get a refund?",open,2018-12-04T03:30:29Z,,food_delivery,Gas Zone,sales,65014922,product_3,2019-09-15,platinum,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Jennifer Hansen - CE
nan,3352,2017-11-28T22:00:17Z,Colors in app,"Hello, Can you get your development team to use darker text colors? It's really hard to read the light grey text that's sometimes used in your app.",waiting,2018-07-24T18:01:13Z,,becoming_a_merchant__invoice,Lindsley's Lumber,customer_support,68383724,product_2,2018-06-18,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold']",Marlo Stanfield - CE,Marlo Stanfield - CE,
364530065227.0,3353,2017-11-28T22:00:18Z,Gluten free options?,"Hello, I'm highly gluten intolerant. I see you mark gluten-free items on your website. However, will my order travel next to anyone elses? Or does a driver only work on one order at a time. I don't want to have any cross-contamination. Thanks!",retracted,2018-09-29T08:03:27Z,,general_support_request,Builders Emporium,marketing__b,14025752,product_1,2018-01-07,,"['amer_region', 'emea', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
22407851608.0,3354,2017-11-28T22:00:19Z,Healthier food options needed!,"I really wish that you'd have healthier food options, like sushi or salads or juice blends. Everything you have seems to be fried food :(",done,2018-12-16T18:02:07Z,,complaint,Mars Music,sales,51189102,product_3,2019-02-14,,"['amer_region', 'apac', 'aus_nsw', 'complaint', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Clark Green - CE
364530065227.0,3355,2017-11-28T22:00:19Z,Food over an hour late,"Hi, my lunch was delivered an hour later than the estimated arrival time today. Can I get a discount or promo code for my next order? ",done,2018-09-29T08:03:27Z,,training,McDuff,marketing__a,45295385,,2019-11-20,platinum,"['amer_region', 'gold', 'paid', 'product_a', 'subscription_silver', 'training']",Anna Dalby - CE,Anna Dalby - CE,Danica Beaniza - CE
nan,3357,2017-11-28T22:00:21Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,assigned,2018-06-01T15:48:48Z,,becoming_a_courier,Cellophane Square,,16742388,product_1,2018-04-27,platinum,"['amer_region', 'escalated', 'gold', 'paid', 'product_a', 'subscription_silver']",Anna Dalby - CE,Anna Dalby - CE,
364530065227.0,3358,2017-11-28T22:00:22Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,done,2018-09-29T08:03:27Z,,,Second Time Around,,90348222,,2018-02-25,silver,"['amer_region', 'emea', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
364530065227.0,3363,2017-11-29T18:00:21Z,Yearly subscription?,Is there a yearly subscription/membership available? I like to pay things all at once!,retracted,2018-09-29T08:03:28Z,,training,Integra Wealth,customer_support,57868501,product_3,2018-04-11,silver,"['amer_region', 'gold', 'paid', 'product_a', 'subscription_silver', 'training']",Anna Dalby - CE,Anna Dalby - CE,Danica Beaniza - CE
11321745068.0,3365,2017-11-29T18:00:23Z,Changing driver rating,"Hello, I accidentally rated my last courier Steve 4 stars, but I meant to press 5. Any way to change that?",open,2018-12-04T03:30:29Z,2018-02-07T20:00:00Z,becoming_a_courier,Thompson,marketing__a,4469117,product_2,2019-05-30,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Lisa Roth - CE
8129791828.0,3367,2017-11-29T18:00:24Z,Still being charged for deliveries,"I am a Premium member, but I keep getting charged for each delivery. What gives?",waiting,2018-07-24T18:01:14Z,,training,Ransohoffs,marketing__b,60464308,product_1,2018-10-12,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Jennifer Hansen - CE
364530065227.0,3368,2017-11-29T18:00:26Z,Ring the buzzer!,"Every time something is delivered, the courier calls me and I have to trek down the stairs to let him in. Can they please ring the buzzer?",done,2018-09-29T08:03:28Z,,becoming_a_merchant__billing,You Are Successful,marketing__b,59640804,product_3,2019-07-02,gold,"['amer_region', 'gold', 'paid', 'product_a', 'subscription_silver', 'training']",Anna Dalby - CE,Anna Dalby - CE,Danica Beaniza - CE
364530065227.0,3369,2017-11-29T18:00:27Z,Bubble Tea?,Can you add a bubble tea vendor? It's my favorite.,retracted,2018-09-29T08:03:28Z,,becoming_a_merchant__invoice,Better Business Ideas and Services,marketing__a,44786552,product_2,2018-10-29,gold,"['amer_region', 'gold', 'paid', 'plan_gold', 'training']",Marlo Stanfield - CE,Marlo Stanfield - CE,Danica Beaniza - CE
364530065227.0,3370,2017-11-29T18:00:28Z,Change CC info,"Hi, I would like to change my credit card info on my account. How can I do this?",retracted,2018-09-29T08:03:28Z,,,Seamans Furniture,marketing__b,67858897,,2018-11-30,platinum,"['amer_region', 'gold', 'paid', 'plan_gold', 'training']",Marlo Stanfield - CE,Marlo Stanfield - CE,Danica Beaniza - CE
364530065227.0,3371,2017-11-29T18:00:28Z,Local Farmers Markets,"Hi, are there any future plans to include mid-week farmer's market deliveries?",retracted,2018-09-29T08:03:29Z,,training,Eli Moore Inc,marketing__a,79273587,product_3,2019-03-26,platinum,"['amer_region', 'emea', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
22407851608.0,3372,2017-11-29T18:00:29Z,Password,Please help me reset my password.,done,2018-12-16T18:02:08Z,,training,Payless Cashways,sales,56763,product_1,2019-08-28,bronze,"['amer_region', 'apac', 'aus_nsw', 'complaint', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,Clark Green - CE
364530065227.0,3373,2017-11-30T18:00:16Z,Can't remember password,My password has slipped my mind. Can you tell me what it is?,retracted,2018-09-29T08:03:29Z,,becoming_a_merchant__invoice,Chief Auto Parts,sales,29105275,,2019-02-03,gold,"['amer_region', 'emea', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
364530065227.0,3375,2017-11-30T18:00:17Z,Gluten free options?,"Hello, I'm highly gluten intolerant. I see you mark gluten-free items on your website. However, will my order travel next to anyone elses? Or does a driver only work on one order at a time. I don't want to have any cross-contamination. Thanks!",retracted,2018-09-29T08:03:29Z,,complaint,Jafco,marketing__a,53477589,product_2,2018-12-13,platinum,"['amer_region', 'emea', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
nan,3377,2017-11-30T18:00:19Z,Premium,"Hi, I am interested in switching to premium. What are the benefits?",waiting,2018-07-24T18:01:14Z,,food_delivery,You Are Successful,finance,52183304,product_3,2018-08-15,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,
364530065227.0,3378,2017-11-30T18:00:20Z,Styling service?,"Hi, I really hate shopping, it would be great if you added a styling service! ",done,2018-09-29T08:03:29Z,,general_support_request,Intelli Wealth Group,customer_support,78125598,product_2,2018-09-30,bronze,"['amer_region', 'gold', 'paid', 'plan_gold', 'training']",Marlo Stanfield - CE,Marlo Stanfield - CE,Danica Beaniza - CE
364530065227.0,3379,2017-11-30T18:00:20Z,I want to work for EatWell! ,I love your app so much that I want to work with you guys! Do you have any openings?,done,2018-09-29T08:03:30Z,,becoming_a_merchant__invoice,Nedick's,finance,92406022,product_1,2019-05-28,,"['amer_region', 'gold', 'paid', 'product_a', 'subscription_silver', 'training']",Anna Dalby - CE,Anna Dalby - CE,Danica Beaniza - CE
11321745068.0,3381,2017-11-30T18:00:22Z,Password Help,Please help me reset my password.,waiting,2018-07-24T18:01:14Z,,training,Belle Ladi,sales,20486738,product_3,2018-11-04,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Lisa Roth - CE
364530065227.0,3383,2017-12-01T03:21:50Z,Missed Chat with Visitor 23590364,"Chat started: 2017-12-01 03:16 AM UTC
Served by: Beatrix Abbott - CE

IP: 75.25.142.72
User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36
Country: United States
City: Oakland
URL: https://eatwell.zendesk.com/hc/en-us",done,2018-09-29T08:03:30Z,,general_support_request,ManCharm,,91184950,product_2,2018-03-06,platinum,"['eat_well', 'training', 'zopim_chat', 'zopim_chat_ended', 'zopim_chat_missed']",Visitor 23590364,Visitor 23590364,Danica Beaniza - CE
364530065227.0,3384,2017-12-01T03:22:44Z,Chat with Visitor 46979454,"Chat started: 2017-12-01 03:22 AM UTC
Served by: Beatrix Abbott - CE

IP: 75.25.142.72
User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.109 Safari/537.36
Country: United States
City: Oakland
URL: https://eatwell.zendesk.com/hc/en-us

The chat transcript will be appended when the agent or visitor leaves the chat.",done,2018-09-29T08:03:30Z,,training,Rivera Property Maintenance,sales,3962807,product_3,2019-03-19,,"['amer_region', 'apac', 'aus_nsw', 'eat_well', 'emea', 'no_csat', 'paid', 'plan_silver', 'training', 'vip_user', 'zopim_chat', 'zopim_chat_ended']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
nan,3387,2017-12-01T22:00:13Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,2018-12-04T03:30:28Z,,becoming_a_courier,Steve's Ice Cream,marketing__b,47282556,,2019-01-09,gold,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']",Emma Lee - CE,Emma Lee - CE,
11321745068.0,3388,2017-12-01T22:00:14Z,New vendor request,I wish you guys would add Snowman Pizza to your list of vendors. Their pepperoni pizza is on point!,open,2018-07-09T11:35:17Z,,billing,Universo Realtors,,10368390,product_1,2019-12-21,silver,"['amer_region', 'emea', 'paid', 'plan_gold', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Lisa Roth - CE
364530065227.0,3391,2017-12-01T22:00:16Z,Gluten free options?,"Hello, I'm highly gluten intolerant. I see you mark gluten-free items on your website. However, will my order travel next to anyone elses? Or does a driver only work on one order at a time. I don't want to have any cross-contamination. Thanks!",done,2018-09-29T08:03:30Z,,becoming_a_merchant__invoice,Mr. D's IGA,finance,46402314,product_3,2019-12-22,platinum,"['amer_region', 'emea', 'paid', 'plan_gold', 'training', 'vip_user']",Jimmy McNulty - CE,Jimmy McNulty - CE,Danica Beaniza - CE
